,Source Word,Derived Word,Affix
13003,bracket,brackety,-y
13004,brack,bracky,-y
13005,brag,braggy,-y
13006,brain,brainy,-y
13007,bramble,brambly,-y
13008,branch,branchy,-y
13009,brank,branky,-y
13010,bran,branny,-y
13011,brash,brashy,-y
13012,brass,brassy,-y
13013,brat,bratty,-y
13014,brawl,brawly,-y
13015,brawn,brawny,-y
13016,breach,breachy,-y
13017,breadcrumb,breadcrumby,-y
13018,bread,bready,-y
13019,breakfast,breakfasty,-y
13020,breakle,breakly,-y
13021,break,breaky,-y
13022,breast,breasty,-y
13023,breath,breathy,-y
13024,breed,breedy,-y
13025,breeze,breezy,-y
13026,Brexit,Brexity,-y
13027,briar,briary,-y
13028,brick,bricky,-y
13029,bridge,bridgey,-y
13030,brier,briery,-y
13031,brilliance,brilliancy,-cy;-y
13032,brimstone,brimstony,-y
13033,brine,briny,-y
13034,brisk,brisky,-y
13035,bristle,bristly,-y
13036,Britpop,Britpoppy,-y
13037,umbrella,brolly,-y
13038,bronze,bronzey,-y
13039,bronze,bronzy,-y
13040,brood,broody,-y
13041,broom,broomy,-y
13042,broth,brothy,-y
13043,brown,browny,-y
13044,bruise,bruisy,-y
13045,brunch,brunchy,-y
13046,brush,brushy,-y
13047,bubblegum,bubblegummy,-y
13048,bubble,bubbly,-y
13049,bud,buddy,-y
13050,buff,buffy,-y
13051,bugger,buggery,-y
13052,bulb,bulby,-y
13053,bulge,bulgy,-y
13054,bulk,bulky,-y
13055,bulldog,bulldoggy,-y
13056,bullock,bullocky,-y
13057,bullshit,bullshitty,-y
13058,bulrush,bulrushy,-y
13059,bum,bummy,-y
13060,bump,bumpy,-y
13061,bunch,bunchy,-y
13062,bun,bunny,-y
13063,burble,burbly,-y
13064,burl,burly,-ly;-y
13065,burp,burpy,-y
13066,bur,burry,-y
13067,burst,bursty,-y
13068,bush,bushy,-y
13069,business,businessy,-y
13070,bus,bussy,-y
13071,bustle,bustly,-y
13072,bust,busty,-y
13073,butch,butchy,-y
13074,buttermilk,buttermilky,-y
13075,butterscotch,butterscotchy,-y
13076,butter,buttery,-y
13077,button,buttony,-y
13078,bun,butty,-y
13079,buzzword,buzzwordy,-y
13080,buzz,buzzy,-y
13081,cabbage,cabbagey,-y
13082,cabbage,cabbagy,-y
13083,cab,cabby,-y
13084,cack,cacky,-y
13085,cactus,cactusy,-y
13086,Cadillac,Caddy,-y
13087,cake,caky,-y
13088,calendar,calendry,-y
13089,callus,callusy,-y
13090,calm,calmy,-y
13091,cammock,cammocky,-y
13092,camphor,camphory,-y
13093,camp,campy,-y
13094,canker,cankery,-y
13095,cantaloupe,cantaloupey,-y
13096,canvas,canvassy,-y
13097,cane,cany,-y
13098,caramel,caramelly,-y
13099,cardboard,cardboardy,-y
13100,cardigan,cardy,-y
13101,carnivore,carnivory,-y
13102,carrot,carroty,-y
13103,cartoon,cartoony,-y
13104,catarrh,catarrhy,-y
13105,catch,catchy,-y
13106,cater,catery,-y
13107,catnip,catnippy,-y
13108,cat,catty,-y
13109,cauliflower,cauliflowery,-y
13110,cawk,cawky,-y
13111,cedar,cedary,-y
13112,cellar,cellary,-y
13113,cell,celly,-y
13114,cement,cementy,-y
13115,chaff,chaffy,-y
13116,chalk,chalky,-y
13117,champagne,champagney,-y
13118,Champlain,Champy,-y
13119,chance,chancy,-y
13120,change,changiness,-y
13121,channer,channery,-y
13122,chap,chappy,-y
13123,charcoal,charcoaly,-y
13124,char,charry,-y
13125,care,chary,-y
13126,chase,chasey,-y
13127,chasm,chasmy,-y
13128,chatter,chattery,-y
13129,chat,chatty,-y
13130,chav,chavvy,-y
13131,cheat,cheaty,-y
13132,cheddar,cheddary,-y
13133,cheekbone,cheekbony,-y
13134,cheek,cheeky,-y
13135,cheer,cheery,-y
13136,cheesecake,cheesecakey,-y
13137,cheese,cheesy,-y
13138,chef,cheffy,-y
13139,chemical,chemically,-ly;-y
13140,chemin_de_fer,chemmy,-y
13141,chert,cherty,-y
13142,chestnut,chestnutty,-y
13143,chest,chesty,-y
13144,chew,chewy,-y
13145,chicken,chickeny,-y
13146,chick,chicky,-y
13147,chiffon,chiffony,-y
13148,chill,chilly,-y
13149,chimp,Chimpy,-y
13150,chince,chincy,-y
13151,Chinese,Chinesey,-y
13152,chink,chinky,-y
13153,chin,chinny,-y;-y
13154,chintz,chintzy,-y
13155,chip,chippy,-y
13156,chirp,chirpy,-y
13157,chirrup,chirrupy,-y
13158,chit,chitty,-y
13159,chlorine,chloriney,-y
13160,choc,choccy,-y
13161,chocolate,chocolaty,-y
13162,choice,choicy,-y
13163,choke,chokey,-y
13164,choke,choky,-y
13165,chomp,chompy,-y
13166,choose,choosy,-y
13167,chop,choppy,-y
13168,choss,chossy,-y
13169,Chris,Chrissy,-y
13170,Christian,Christiany,-y
13171,Christmas,Christmassy,-y
13172,Christmas,Christmasy,-y
13173,cob,chub,-y
13174,chub,chubby,-y
13175,Chuck,Chucky,-y
13176,chuck,chucky,-y
13177,chud,chuddy,-y
13178,chuff,chuffy,-y
13179,chum,chummy,-y
13180,chump,chumpy,-y
13181,chunk,chunky,-y
13182,church,churchy,-y
13183,churl,churly,-y
13184,cider,cidery,-y
13185,cinder,cindery,-y
13186,cinnamon,cinnamony,-y
13187,circuit,circuity,-y
13188,circus,circusy,-y
13189,citrus,citrusy,-y
13190,chive,civey,-y
13191,civilian,civvy,-y
13192,clack,clacky,-y
13193,clag,claggy,-y
13194,clam,clammy,-y
13195,clamp,clampy,-y
13196,clang,clangy,-y
13197,clank,clanky,-y
13198,clan,clanny,-y
13199,claptrap,claptrappy,-y
13200,Clarke,Clarkey,-y
13201,clart,clarty,-y
13202,clash,clashy,-y
13203,class,classy,-y
13204,clatter,clattery,-y
13205,clay,clayey,-y
13206,clear,cleary,-y
13207,cledge,cledgy,-y
13208,Clementine,Clemmy,-y
13209,clerk,clerky,-y
13210,clickbait,clickbaity,-y
13211,click,clicky,-y
13212,cliff,cliffy,-y
13213,clift,clifty,-y
13214,climb,climby,-y
13215,cling,clingy,-y
13216,clinker,clinkery,-y
13217,clink,clinky,-y
13218,clique,cliquey,-y
13219,clockwork,clockworky,-y
13220,clod,cloddy,-y
13221,clog,cloggy,-y
13222,clomp,clompy,-y
13223,closet,closety,-y
13224,clothes,clothesy,-y
13225,cloth,clothy,-y
13226,clot,clotty,-y
13227,cloud,cloudy,-y
13228,clover,clovery,-y
13229,club,clubby,-y
13230,cluck,clucky,-y
13231,clue,cluey,-y
13232,clump,clumpy,-y
13233,clumse,clumsy,-y
13234,cluster,clustery,-y
13235,clutch,clutchy,-y
13236,clutter,cluttery,-y
13237,coach,coachy,-y
13238,coal,coaly,-y
13239,coarse,coarsy,-y
13240,cobble,cobbly,-y
13241,cob,cobby,-y
13242,cobweb,cobwebby,-y
13243,cockle,cockly,-y
13244,cockroach,cockroachy,-y
13245,cockatoo,cocky,-y
13246,coconut,coconutty,-y
13247,codger,codgy,-y
13248,coggle,coggly,-y
13249,coil,coily,-y
13250,coke,coky,-y
13251,colic,colicky,-k-;-y
13252,collage,collagey,-y
13253,college,collegey,-y
13254,collier,colliery,-y
13255,complain,complainy,-y
13256,compliance,compliancy,-cy;-ancy;-y
13257,compost,composty,-y
13258,computer,computery,-y
13259,conk,Conky,-y
13260,contrast,contrasty,-y
13261,conversance,conversancy,-cy;-ancy;-y
13262,cooch,coochy,-y
13263,cooper,coopery,-y
13264,coot,cooty,-y
13265,copper,coppery,-y
13266,copse,copsy,-y
13267,coral,corally,-y
13268,cord,cordy,-y
13269,corkscrew,corkscrewy,-y
13270,cork,corky,-y
13271,cornmeal,cornmealy,-y
13272,corn,corny,-y
13273,corpse,corpsy,-y
13274,costume,costumey,-y
13275,cottage,cottagey,-y
13276,cotton_wool,cotton-wooly,-y
13277,cotton,cottony,-y
13278,cough,coughy,-y
13279,counterpotent,counterpotenty,-y
13280,couple,coupley,-y
13281,couple,couply,-y
13282,couth,couthie,-y
13283,cove,covey,-y
13284,coward,cowardy,-y
13285,cow,cowy,-y
13286,crab,crabby,-y
13287,crackle,crackly,-y
13288,crack,cracky,-y
13289,crafts,craftsy,-y
13290,craft,crafty,-y
13291,crag,craggy,-y
13292,cramp,crampy,-y
13293,crank,cranky,-y
13294,crap,crappy,-y
13295,crape,crapy,-y
13296,crash,crashy,-y
13297,crawl,crawly,-y
13298,craze,crazy,-y
13299,creak,creaky,-y
13300,cream,creamy,-y
13301,crease,creasy,-y
13302,creek,creeky,-y
13303,creep,creepy,-y
13304,crepe,crepey,-y
13305,cr%C3%AApe,cr%C3%AApy,-y
13306,cress,cressy,-y
13307,cricket,crickety,-y
13308,crimp,crimpy,-y
13309,cringe,cringy,-y
13310,crinkle,crinkly,-y
13311,cripple,cripply,-y
13312,crisp,crispy,-y
13313,croak,croaky,-y
13314,crock,crocky,-y
13315,croon,croony,-y
13316,crop,croppy,-y
13317,crossword,crosswordy,-y
13318,crotchet,crotchety,-y
13319,Crouch,Crouchy,-y
13320,crouch,crouchy,-y
13321,croup,croupy,-y
13322,crowd,crowdy,-y
13323,crud,cruddy,-y
13324,crude,crudy,-y
13325,cruft,crufty,-y
13326,cruise,cruisey,-y
13327,cruise,cruisy,-y
13328,crumble,crumbly,-y
13329,crumple,crumply,-y
13330,crump,crumpy,-y
13331,crunch,crunchy,-y
13332,crusader,crusadery,-y
13333,crust,crusty,-y
13334,stoma,cryptostomy,crypto-;-y
13335,cuckold,cuckoldy,-y
13336,cucumber,cucumbery,-y
13337,cuddle,cuddly,-y
13338,cult,culty,-y
13339,cum,cummy,-y
13340,cunt,cunty,-y
13341,cupboard,cupboardy,-y
13342,cup,cuppy,-y
13343,curd,curdy,-y
13344,curl,curly,-y
13345,curmudgeon,curmudgeony,-y
13346,currant,curranty,-y
13347,curve,curvy,-y
13348,cushion,cushiony,-y
13349,cusp,cuspy,-y
13350,cuss,cussy,-y
13351,custard,custardy,-y
13352,cute,cutey,-y
13353,cut,cutty,-y
13354,cyberpunk,cyberpunky,-y
13355,cymotrichous,cymotrichy,-y
13356,dacoit,dacoity,-y
13357,daff,daffy,-y
13358,daft,dafty,-y
13359,dag,daggy,-y
13360,damp,dampy,-y
13361,dance,dancy,-y
13362,dandruff,dandruffy,-y
13363,dangle,dangly,-y
13364,dash,dashy,-y
13365,dastard,dastardy,-y
13366,daub,dauby,-y
13367,daydream,daydreamy,-y
13368,daze,dazy,-y
13369,deal,dealy,-y
13370,dear,deary,-y
13371,death,deathy,-y
13372,Deborah,Debby,-y
13373,deb,debby,-y
13374,December,Decembery,-y
13375,deed,deedy,-y
13376,deek,deeky,-y
13377,demagogue,demagogy,-y
13378,dependance,dependancy,-cy;-y
13379,derp,derpy,-y
13380,desert,deserty,-y
13381,design,designy,-y
13382,dessert,desserty,-y
13383,dice,dicey,-y
13384,Dick,Dicky,-y
13385,dick,dicky,-y
13386,diesel,diesely,-y
13387,digitigrade,digitigrady,-y
13388,dill,dilly,-y
13389,dim,dimmy,-y
13390,dimple,dimply,-y
13391,dung,dingy,-y
13392,dink,dinky,-y
13393,dinner,dinnery,-y
13394,diploid,diploidy,-y
13395,dip,dippy,-y
13396,dirge,dirgy,-y
13397,dirt,dirty,-y
13398,dishwater,dishwatery,-y
13399,dish,dishy,-y
13400,disk,disky,-y
13401,dissonance,dissonancy,-cy;-y
13402,ditch,ditchy,-y
13403,dither,dithery,-y
13404,dive,divey,-y
13405,dividend,divvy,-y
13406,dock,docky,-y
13407,dodder,doddery,-y
13408,dodge,dodgy,-y
13409,dog,doggy,-y
13410,dollop,dollopy,-y
13411,domicile,dommy,-y
13412,dome,domy,-y
13413,donut,donutty,-y
13414,doo-wop,doo-woppy,-y
13415,doof,doofy,-y
13416,doom,doomy,-y
13417,dope,dopey,-y
13418,dork,dorky,-y
13419,dote,doty,-y
13420,douche,douchey,-y
13421,douche,douchy,-y
13422,doughnut,doughnutty,-y
13423,dought,doughty,-y
13424,dough,doughy,-y
13425,down,downy,-y
13426,dachshund,doxy,-y
13427,doze,dozy,-y
13428,drab,drabby,-y
13429,draff,draffy,-y
13430,draft,drafty,-y
13431,drag,draggy,-y
13432,drape,drapey,-y
13433,drawl,drawly,-y
13434,dream,dreamy,-y
13435,dreck,drecky,-y
13436,dreg,dreggy,-y
13437,dress,dressy,-y
13438,dribble,dribbly,-y
13439,drift,drifty,-y
13440,drink,drinky,-y
13441,drip,drippy,-y
13442,drizzle,drizzly,-y
13443,drone,droney,-y
13444,drone,drony,-y
13445,drool,drooly,-y
13446,droop,droopy,-y
13447,dross,drossy,-y
13448,drought,droughty,-y
13449,drouth,drouthy,-y
13450,drowse,drowsy,-y
13451,drudge,drudgy,-y
13452,drug,druggy,-y
13453,drum,drummy,-y
13454,druse,drusy,-y
13455,dub,dubby,-y
13456,duchess,duchessy,-y
13457,dud,duddy,-y
13458,dumb,dummy,-y
13459,dumpling,dumplingy,-y
13460,dunce,duncy,-y
13461,dune,duney,-y
13462,dung,dungy,-y
13463,Duncan,Dunky,-y
13464,dun,dunny,-y;-y
13465,dwarf,durgy,-y
13466,dusk,dusky,-y
13467,dust,dusty,-y
13468,Dutch,dutchy,-y
13469,dwarf,dwarfy,-y
13470,dweeb,dweeby,-y
13471,dyke,dykey,-y
13472,earnest,earnesty,-y
13473,earthquake,earthquaky,-y
13474,earth,earthy,-y
13475,earwig,earwiggy,-y
13476,earworm,earwormy,-y
13477,Easter,Eastery,-y
13478,ese,easy,-y
13479,eath,eathy,-y
13480,echo,echoey,-y
13481,ecstasy,ecky,-y
13482,edge,edgy,-y
13483,eel,eely,-y
13484,eggplant,eggplanty,-y
13485,egg,eggy,-y
13486,elastic,elasticky,-y
13487,elbow,elbowy,-y
13488,electronic,electronicky,-y
13489,elegance,elegancy,-y
13490,elm,elmy,-y
13491,Elvis,Elvisy,-y
13492,embryo,embryony,-y
13493,English,Englishy,-y
13494,enterprise,enterprisey,-y
13495,epileptic,eppy,-y
13496,erenagh,erenaghy,-y
13497,estimable,estimably,-y
13498,ether,ethery,-y
13499,ethnic,ethnicky,-y
13500,eustatic,eustasy,-y
13501,explode,explodey,-y
13502,explosion,explosiony,-y
13503,extravagance,extravagancy,-cy;-y
13504,expensive,exy,-y
13505,fab,fabby,-y
13506,Facebook,Facebooky,-y
13507,facepalm,facepalmy,-y
13508,face,facey,-y
13509,fact,facty,-y
13510,fad,faddy,-y
13511,fade,fady,-y
13512,faggot,faggoty,-y
13513,fag,faggy,-y
13514,faint,fainty,-y
13515,faith,faithy,-y
13516,fake,fakey,-y
13517,fake,faky,-y
13518,false,falsy,-y
13519,fan_service,fan-servicey,-y
13520,fang,fangy,-y
13521,fanservice,fanservicy,-y
13522,farb,farby,-y
13523,fart,farty,-y
13524,fashion,fashiony,-y
13525,fat,fatty,-y
13526,fault,faulty,-y
13527,faunivore,faunivory,-y
13528,fave,favy,-y
13529,fawn,fawny,-y
13530,feather,feathery,-y
13531,feal,feely,-y
13532,feet,feetsy,-s-;-y
13533,feist,feisty,-y
13534,felt,felty,-y
13535,feminist,feministy,-y
13536,femme,femmy,-y
13537,fern,ferny,-y
13538,ferret,ferrety,-y
13539,fester,festery,-y
13540,festoon,festoony,-y
13541,festival,festy,-y
13542,fetish,fetishy,-y
13543,fever,fevery,-y
13544,fiber,fibery,-y
13545,fiddle,fiddly,-y
13546,fidget,fidgety,-y
13547,field,fieldy,-y
13548,fiend,fiendy,-y
13549,fire,fiery,-y
13550,fig,figgy,-y
13551,fight,fighty,-y
13552,film,filmy,-y
13553,filth,filthy,-y
13554,fingernail,fingernaily,-y
13555,finger,fingery,-y
13556,fin,finny,-y
13557,firework,fireworky,-y
13558,fir,firry,-y
13559,fire,firy,-y
13560,fish,fishy,-y
13561,fist,fisty,-y
13562,fizzle,fizzly,-y
13563,fizz,fizzy,-y
13564,flag,flaggy,-y
13565,flail,flaily,-y
13566,flake,flaky,-y
13567,flame,flamy,-y
13568,flannel,flannelly,-y
13569,flap,flappy,-y
13570,flare,flary,-y
13571,flash,flashy,-y
13572,flat,flatty,-y
13573,flaunt,flaunty,-y
13574,flavor,flavory,-y
13575,flavour,flavoury,-y
13576,flaw,flawy,-y
13577,flax,flaxy,-y
13578,fleck,flecky,-y
13579,fleece,fleecy,-y
13580,flesh,fleshy,-y
13581,flex,flexy,-y
13582,flibbertigibbet,flibbertigibbety,-y
13583,flicker,flickery,-y
13584,flick,flicky,-y
13585,flight,flighty,-y
13586,film,flimsy,-s;-y
13587,flinch,flinchy,-y
13588,flint,flinty,-y
13589,flipper,flippery,-y
13590,flip,flippy,-y
13591,flirt,flirty,-y
13592,flisk,flisky,-y
13593,flitter,flittery,-y
13594,flit,flitty,-y
13595,float,floaty,-y
13596,flob,flobby,-y
13597,flock,flocky,-y
13598,flood,floody,-y
13599,flop,floppy,-y
13600,floss,flossy,-y
13601,flounce,flouncy,-y
13602,flourish,flourishy,-y
13603,flour,floury,-y
13604,flower,flowery,-y
13605,flow,flowy,-y
13606,flue,fluey,-y
13607,fluff,fluffy,-y
13608,fluke,flukey,-y
13609,flummox,flummoxy,-y
13610,fluster,flustery,-y
13611,flute,flutey,-y
13612,flutter,fluttery,-y
13613,flute,fluty,-y
13614,foam,foamy,-y
13615,FOB,fobby,-y
13616,fog,fogey,-y
13617,fog,foggy,-y
13618,foist,foisty,-y
13619,folks,folksy,-y
13620,folk,folky,-y
13621,food,foody,-y
13622,foot,footsie,-s-;-y
13623,foresight,foresighty,-y
13624,forest,foresty,-y
13625,forgit,forgitty,-y
13626,fork,forky,-y
13627,fouth,fouthy,-y
13628,fox,foxy,-y
13629,fragrance,fragrancy,-cy;-y
13630,afraid,fraidy,-y
13631,fratch,fratchy,-y
13632,frater,fratery,-y
13633,frat,fratty,-y
13634,freak,freaky,-y
13635,freckle,freckly,-y
13636,Fred,Freddy,-y
13637,freet,freety,-y
13638,freeze,freezy,-y
13639,French,Frenchy,-y
13640,fret,fretty,-y
13641,friendship,friendshippy,-y
13642,friendship,friendshipy,-y
13643,friend,friendy,-y
13644,frieze,friezy,-y
13645,fright,frighty,-y
13646,frill,frilly,-y
13647,fringe,fringy,-y
13648,frisk,frisky,-y
13649,frith,frithy,-y
13650,frizzle,frizzly,-y
13651,frizz,frizzy,-y
13652,frog,froggy,-y
13653,frolic,frolicky,-y
13654,frond,frondy,-y
13655,frou-frou,froofy,-y
13656,frore,frory,-y
13657,frost,frosty,-y
13658,froth,frothy,-y
13659,frown,frowny,-y
13660,fruit,fruity,-y
13661,frumple,frumpy,-y
13662,fub,fubby,-y
13663,fub,fubsy,-y
13664,fuck,fucky,-y
13665,fudge,fudgy,-y
13666,fug,fuggy,-y
13667,fume,fumy,-y
13668,funk,funky,-y
13669,fun,funny,-y
13670,furrow,furrowy,-y
13671,furze,furzy,-y
13672,fusion,fusiony,-y
13673,fussbudget,fussbudgety,-y
13674,fussock,fussocky,-y
13675,fuss,fussy,-y
13676,future,futurey,-y
13677,fuzz,fuzzy,-y
13678,gab,gabby,-y
13679,gadget,gadgety,-y
13680,gag,gaggy,-y
13681,gall,gally,-y
13682,game,gamey,-y
13683,gap,gappy,-y
13684,garage,garagey,-y
13685,garbage,garbagey,-y
13686,garble,garbly,-y
13687,garget,gargety,-y
13688,garland,garlandy,-y
13689,garlic,garlicky,-k-;-y
13690,gasp,gaspy,-y
13691,gas,gassy,-y
13692,gastropub,gastropubby,-y
13693,gaud,gaudy,-y
13694,gaum,gaumy,-y
13695,gauze,gauzy,-y
13696,gawk,gawky,-y
13697,gaze,gazy,-y
13698,geek,geeky,-y
13699,geezer,geezery,-y
13700,gem,gemmy,-y
13701,genderbend,genderbendy,-y
13702,genderfuck,genderfucky,-y
13703,germ,germy,-y
13704,geyser,geysery,-y
13705,ghost,ghosty,-y
13706,Gibson,Gibby,-y
13707,god,giddy,-y
13708,gift,gifty,-y
13709,giggle,giggly,-y
13710,gimlet,gimlety,-y
13711,gimmick,gimmicky,-y
13712,gimp,gimpy,-y
13713,gingerbread,gingerbready,-y
13714,ginger,gingery,-y
13715,gin,ginny,-y
13716,giraffe,giraffy,-y
13717,girlfriend,girlfriendy,-y
13718,girl,girly,-y
13719,girth,girthy,-y
13720,glade,glady,-y
13721,glair,glairy,-y
13722,glam,glammy,-y
13723,glare,glary,-y
13724,glass,glassy,-y
13725,glaze,glazy,-y
13726,gleam,gleamy,-y
13727,gleet,gleety,-y
13728,glimmer,glimmery,-y
13729,glint,glinty,-y
13730,glisten,glisteny,-y
13731,glitch,glitchy,-y
13732,glitter,glittery,-y
13733,gloat,gloaty,-y
13734,glob,globby,-y
13735,globe,globy,-y
13736,gloom,gloomy,-y
13737,gloop,gloopy,-y
13738,glop,gloppy,-y
13739,gloss,glossy,-y
13740,glow,glowy,-y
13741,glue,gluey,-y
13742,glug,gluggy,-y
13743,glump,glumpy,-y
13744,glurge,glurgy,-y
13745,gluten,gluteny,-y
13746,gnarl,gnarly,-y
13747,gnash,gnashy,-y
13748,gnat,gnatty,-y
13749,goat,goaty,-y
13750,gobbet,gobbety,-y
13751,gobble,gobbly,-y
13752,gob,gobby,-y
13753,goddess,goddessy,-y
13754,God,Goddy,-y
13755,go,goey,-y
13756,goggle,goggly,-y
13757,golden,goldeny,-y
13758,goldfish,goldfishy,-y
13759,gold,goldy,-y
13760,golf,golfy,-y
13761,goodwill,goodwilly,-y
13762,good,goody,-y
13763,goo,gooey,-y
13764,goof,goofy,-y
13765,gook,gooky,-y
13766,goon,goony,-y
13767,goop,goopy,-y
13768,goosebump,goosebumpy,-y
13769,gooseflesh,goosefleshy,-y
13770,goosepimple,goosepimply,-y
13771,goose,goosy,-y
13772,Gordon,Gordy,-y
13773,gorse,gorsy,-y
13774,gore,gory,-y
13775,gospel,gospelly,-y
13776,gossamer,gossamery,-y
13777,gossip,gossipy,-y
