Affix,Source Word,Derived Word
-like,spur,spurlike
-an,Saussure,Saussurean
-ist,historic,historicist
-ist,dermatology,dermatologist
-an,Topanga,Topangan
-osis,desmosterol,desmosterolosis
-ship,carrier,carriership
-ly,judgmental,judgmentally
-ic,operon,operonic
-ly,exoskeletal,exoskeletally
-y,brack,bracky
-y,suck,sucky
-ly,testerical,testerically
-ly,dismayful,dismayfully
-able,attend,attendable
-ic,normothermia,normothermic
-y,cruise,cruisey
-able,touch,touchable
-ing,dry,drying
-ic,oesophagus,oesophagic
-an,Nemea,Nemean
-ing,shrove,shroving
-ic,hapaxanth,hapaxanthic
-ly,unrelaxing,unrelaxingly
-ally,ohmic,ohmically
-ly,wonderful,wonderfully
-oid,plasmacyte,plasmacytoid
-able,devise,devisable
-oid,monocyte,monocytoid
-ly,manipulative,manipulatively
-oid,rubber,rubberoid
-ly,paracrinal,paracrinally
-ally,paratactic,paratactically
-ally,trichromatic,trichromatically
-y,gin,ginny
-al,possession,possessional
-ation,purge,purgation
-ability,arrange,arrangeability
-ist,trigonometry,trigonometrist
-ical,cosmonaut,cosmonautical
-ic,variola,variolic
-ic,dodecaphony,dodecaphonic
-ability,absorb,absorbability
-like,hose,hoselike
-ing,snedge,snedging
-ist,localization,localizationist
-ic,adultophilia,adultophilic
photo-,-phyte,photophyte
-ly,germinal,germinally
-ally,osteogenic,osteogenically
-ing,mipmap,mipmapping
-ist,ornithotomy,ornithotomist
-y,vintage,vintagey
-ic,pathopoeia,pathopoeic
-ly,semblable,semblably
-ian,Elbe,Elbian
-ly,unknowing,unknowingly
-ed,discide,discided
-ship,cadet,cadetship
-y,choke,choky
-able,trick,trickable
-y,computer,computery
-ic,backronym,backronymic
-ic,paraclete,paracletic
-ally,flexographic,flexographically
-ly,proudhearted,proudheartedly
-ally,periplasmic,periplasmically
-like,flag,flaglike
-ly,milky,milkily
-able,lift,liftable
-ic,isotopometry,isotopometric
-able,revenge,revengeable
-ship,learner,learnership
-al,interrogation,interrogational
-ly,tree,treely
-ic,sigillography,sigillographic
-ly,anteal,anteally
-ic,humorist,humoristic
-an,Osaka,Osakan
-ly,bilinear,bilinearly
-ic,idol,idolic
-ic,toneme,tonemic
-ed,substrate,substrated
-y,skag,skaggy
-ally,diazotrophic,diazotrophically
-like,shadow,shadowlike
-ed,snowdrift,snowdrifted
-y,noodle,noodly
-ly,differential,differentially
-ian,Dalton,Daltonian
-ly,mistaking,mistakingly
-ed,hemisphere,hemisphered
-able,cheat,cheatable
-ed,salitus,salited
-ly,ingenuous,ingenuously
-able,quench,quenchable
-ish,nerve,nervish
-al,dysfunction,dysfunctional
-y,model,modelly
-y,jaw,jawy
-ly,demurring,demurringly
-ian,tellurite,telluritian
-ette,cellar,cellarette
-ship,beadle,beadleship
-ly,enravishing,enravishingly
-ian,labyrinth,labyrinthian
-ian,Brecht,Brechtian
-ly,irritable,irritably
-ly,deplorable,deplorably
-ic,oliguria,oliguric
-s,Dick,Dickins
-ly,wasting,wastingly
-ist,solution,solutionist
-ist,literal,literalist
-y,clan,clanny
-y,melt,melty
-ly,cringing,cringingly
-ed,quinsy,quinsied
-ian,Shostakovich,Shostakovichian
-ist,retrovirology,retrovirologist
-ed,statue,statued
-ed,causeway,causewayed
-ous,meander,meandrous
-like,record,recordlike
-y,gloop,gloopy
-able,harden,hardenable
-osis,halitus,halitosis
-ly,flawless,flawlessly
-able,bridge,bridgeable
-able,dislike,dislikable
-ability,photograph,photographability
-al,aspiration,aspirational
-ly,excitable,excitably
-like,duchess,duchesslike
-able,quaff,quaffable
-ly,abomination,abominationly
-ly,inquiet,inquietly
-ly,contradistinctive,contradistinctively
-ly,spacial,spacially
-y,goon,goony
-ly,doughty,doughtily
-ish,mummy,mummyish
-ed,disprince,disprinced
-ly,prophane,prophanely
-ist,rigour,rigourist
-ly,ruddy,ruddily
-ly,loose-handed,loose-handedly
-ability,harvest,harvestability
fibro-,-osis,fibrosis
-ally,loxodromic,loxodromically
-ous,acanth,acanthous
chondro-,-al,chondral
-like,awl,awllike
-ability,know,knowability
-ly,torpid,torpidly
-an,Ingria,Ingrian
-ed,toxoid,toxoided
-al,emolument,emolumental
-an,Narnia,Narnian
-like,peach,peachlike
-oid,biradical,biradicaloid
-ly,valid,validly
-ic,toxin,toxinic
-ly,bisexual,bisexually
-ly,spherical,spherically
-ly,mean,meanly
-able,get_at,getatable
-ly,smokeless,smokelessly
-o,milk,milko
-ly,sweeping,sweepingly
-y,cow,cowy
-ed,parka,parkaed
-like,sex,sexlike
-like,snipe,snipelike
-ally,anacoluthic,anacoluthically
-ic,hypocortisolaemia,hypocortisolaemic
-ly,mass,massly
-ian,Eisenstadt,Eisenstadtian
-ly,rubbish,rubbishly
-y,hazelnut,hazelnutty
-ally,rhapsodic,rhapsodically
-al,pericarp,pericarpal
-like,icon,iconlike
-al,probation,probational
-y,roup,roupy
-ly,palatal,palatally
-ly,maximum,maximumly
-ist,lichen,lichenist
-y,Renaissance,Renaissancey
-ly,whimsy,whimsily
-able,believe,believable
-ation,depolymerize,depolymerization
-able,style,stylable
-ed,ligature,ligatured
-ist,Mormon,Mormonist
-ist,phlebotomy,phlebotomist
-ability,ride,rideability
-ly,equinoxial,equinoxially
-able,decipher,decipherable
-like,sweater,sweaterlike
-ly,forward,forwardly
-ist,heortology,heortologist
-like,mouth,mouthlike
-al,recreation,recreational
-ally,boustrophedonic,boustrophedonically
-ic,carbanion,carbanionic
-y,bag,baggy
-able,bewitch,bewitchable
-ly,conducive,conducively
-y,schtick,schticky
-ly,unclerical,unclerically
-ic,amulet,amuletic
-ist,Armenology,Armenologist
-ous,altitude,altitudinous
di-,-ic,dichromatic
-ability,debug,debuggability
-al,institution,institutional
-able,reorient,reorientable
-ly,unaccustomed,unaccustomedly
-ship,justice,justiceship
-ian,Norvegia,Norwegian
-ation,glucuronide,glucuronidation
-ian,Peterson,Petersonian
-ist,atom,atomist
-able,recompile,recompilable
-al,deformation,deformational
-ly,nonreciprocal,nonreciprocally
-ly,preemptive,preemptively
-ally,microclimatic,microclimatically
-ly,suppressed,suppressedly
-like,faun,faunlike
-al,spirochete,spirochetal
-able,achieve,achievable
-able,inhibit,inhibitable
-an,Macedonia,Macedonian
-al,schistosomicide,schistosomicidal
-ly,fumy,fumily
-ish,old_woman,old-womanish
-ish,Pict,Pictish
-like,sluice,sluicelike
-ly,philological,philologically
-ian,Asperger,Aspergian
-ic,diasystem,diasystemic
-ly,socioracial,socioracially
-ally,palinspastic,palinspastically
-like,tone,tonelike
-ability,demise,demisability
-ability,fool,foolability
-ian,Lermontov,Lermontovian
-ly,loquacious,loquaciously
-y,chit,chitty
-ed,swayback,swaybacked
-ian,Ambrose,Ambrosian
-ed,cannelure,cannelured
-ish,club,clubbish
-ist,eclectic,eclecticist
-ally,thematic,thematically
-ly,semiconscious,semiconsciously
-ly,expecting,expectingly
-ly,thirsty,thirstily
-al,balneum,balneal
-ly,miffy,miffily
-ship,salesperson,salespersonship
-ly,malevolent,malevolently
-like,ulcer,ulcerlike
-ly,preconcerted,preconcertedly
-oid,Acalephae,acalephoid
-ly,assumptive,assumptively
-ling,lizard,lizardling
-ish,Japan,japannish
-al,graphic,graphical
-ly,processional,processionally
-able,issue,issuable
-ian,Marx,Marxian
-ly,twining,twiningly
-ed,bicep,biceped
-able,foul,foulable
-like,elf,elflike
-ous,ichor,ichorous
-able,sway,swayable
-oid,sepia,sepioid
-ed,cochineal,cochinealed
-al,paedagogic,paedagogical
-able,blur,blurrable
-ic,cardiomyopathy,cardiomyopathic
-ist,aesthetic,aestheticist
-ic,ballet,balletic
-able,unshake,unshakeable
-ic,alginite,alginitic
-y,bosk,bosky
-like,army,armylike
-al,filament,filamental
-ly,clanky,clankily
-ly,irrevocable,irrevocably
-ly,slandering,slanderingly
-al,antefix,antefixal
-ly,sarky,sarkily
-able,remend,remendable
-ist,reservation,reservationist
-ly,dispositional,dispositionally
-ly,stonehearted,stoneheartedly
-like,oar,oarlike
-able,hew,hewable
-ish,shadow,shadowish
-y,price,pricy
-ist,Muslimology,Muslimologist
-ist,Germanic,Germanicist
-ly,rearward,rearwardly
-ed,begloss,beglossed
-ly,glossy,glossily
-ly,investigational,investigationally
-ship,hardy,hardiship
-ian,Barth,Barthian
-ly,colonial,colonially
-able,recoup,recoupable
-like,nation,nationlike
-ly,rostrolateral,rostrolaterally
-ic,glycogen,glycogenic
-like,horseradish,horseradishlike
-ing,snowshoe,snowshoeing
-ous,pomifer,pomiferous
-ish,apartheid,apartheidish
-ly,alternate,alternately
-y,couple,couply
-ly,woody,woodily
phyco-,-phyte,phycophyte
-ic,socialist,socialistic
-ing,tassel,tasseling
-ly,tongueless,tonguelessly
-ship,chancellor,chancellorship
-al,pleopod,pleopodal
-ist,cithara,citharist
-an,Orizaba,Orizaban
-ly,succinct,succinctly
-ly,pubertal,pubertally
-ish,klutz,klutzish
-like,bruise,bruiselike
-ly,degenerate,degenerately
-y,pip,pippy
-ist,takfir,takfirist
-ly,patchy,patchily
-ist,commercial,commercialist
-ly,modeless,modelessly
-able,tame,tameable
-ly,awful,awfully
-y,grapefruit,grapefruity
-able,relieve,relievable
-able,pay,payable
-ic,aristarchy,aristarchic
-able,unpin,unpinnable
-ally,ascetic,ascetically
-ish,bard,bardish
-y,lollop,lollopy
-ic,chondropathy,chondropathic
-ic,nummulite,nummulitic
-ally,epidemic,epidemically
-ly,handmaiden,handmaidenly
-ic,charlatan,charlatanic
-y,jitter,jittery
-ship,better,bettership
-ly,bittersweet,bittersweetly
-like,tradesman,tradesmanlike
-ly,prosocial,prosocially
-ly,uptight,uptightly
-ic,tornado,tornadic
-ish,Jew,Jewish
-ie,drink,drinkie
-ed,hardback,hardbacked
-ed,apron,aproned
-y,dodder,doddery
-ly,nonstandard,nonstandardly
-y,glaze,glazy
-ly,term,termly
-ian,Acarus,acarian
-like,glume,glumelike
-ally,bombastic,bombastically
-ist,countercultural,counterculturalist
-ly,mechanical,mechanically
-ist,lepidoptery,lepidopterist
-an,Actinistia,actinistian
-ette,suffrage,suffragette
-ly,perilingual,perilingually
-y,chirrup,chirrupy
-ly,unoriginal,unoriginally
-like,teeth,teethlike
-ous,cumber,cumbrous
-able,epimerize,epimerizable
-y,balm,balmy
-ly,unusual,unusually
-ic,heterogony,heterogonic
-ly,loving,lovingly
-ed,eave,eaved
-y,wine,winy
-y,dune,duney
-ist,Amerindian,Amerindianist
-ally,acerbic,acerbically
-ability,mix,mixability
-like,cartoon,cartoonlike
-ish,matter-of-fact,matter-of-factish
-ian,universal,Universalian
-ly,uncompetitive,uncompetitively
-ly,unconnected,unconnectedly
-ation,automatise,automatisation
-ly,pectoral,pectorally
-ed,bingo,bingoed
-ian,Urartu,Urartian
-ing,lynch,lynching
-ed,kilt,kilted
-al,permaculture,permacultural
-age,cooper,cooperage
-ic,diathermy,diathermic
-able,purify,purifiable
-ly,chokey,chokily
-ed,smash,smashed
-ed,encinder,encindered
-ed,measle,measled
-able,delist,delistable
-ish,chick_flick,chick_flickish
-ed,crinoline,crinolined
-able,key,keyable
-ly,agonized,agonizedly
-ly,unmelting,unmeltingly
-ly,compresent,compresently
-y,steak,steaky
-ly,postdoctoral,postdoctorally
-y,dim,dimmy
-ly,talky,talkily
-ist,ichthyophagous,ichthyophagist
-ish,boyfriend,boyfriendish
-ic,syngamy,syngamic
-like,aloe,aloelike
-al,asteroid,asteroidal
-ly,reader,readerly
-ie,rudeboy,rudie
-age,quay,quayage
-ic,cellulose,cellulosic
-al,aedeagus,aedeagal
-ally,phonophoretic,phonophoretically
-like,Bond,Bondlike
-ous,molluscivore,molluscivorous
-able,reveal,revealable
-y,hitch,hitchy
-ous,mortifer,mortiferous
-ing,reed,reeding
-able,hire,hirable
-ly,panegyrical,panegyrically
-ly,slimy,slimily
-ship,aide-de-camp,aide-de-campship
-ly,incomputable,incomputably
-ship,churchman,churchmanship
-ed,faith,faithed
-ly,thing,thingly
-ly,rhomboidal,rhomboidally
-ally,artistic,artistically
-an,Tanzania,Tanzanian
-like,enzyme,enzymelike
-ly,elusive,elusively
-like,bronze,bronzelike
-ical,praxiology,praxiological
-ic,granophyre,granophyric
-dom,jarl,jarldom
-ly,buttheaded,buttheadedly
-ly,rhizomatous,rhizomatously
-ist,undulation,undulationist
-an,Nova_Scotia,Nova_Scotian
-ous,illustris,illustrious
-able,improve,improvable
-able,sex,sexable
-ian,Kossuth,Kossuthian
-ly,foundational,foundationally
-ally,cardiotocographic,cardiotocographically
-ly,chanting,chantingly
-al,Hydrozoa,hydrozoal
-ed,napkin,napkinned
-ly,gelatinous,gelatinously
-ian,Pfaff,Pfaffian
-ous,rapine,rapinous
-al,stygofauna,stygofaunal
-like,girder,girderlike
-y,cockroach,cockroachy
-ly,fragrant,fragrantly
-an,Dacia,Dacian
-ly,slutty,sluttily
-oid,sponge,spongoid
-like,ameba,amebalike
-ish,draff,draffish
-ling,fond,fondling
-ly,fictive,fictively
-ly,insistent,insistently
-ly,indefatigable,indefatigably
-ly,Oedipal,Oedipally
-y,glurge,glurgy
-like,gate,gatelike
-an,Prasinophyceae,prasinophycean
-ly,uncapturable,uncapturably
-y,sound_bite,soundbitey
-ic,stereotomy,stereotomic
-like,chicken,chickenlike
-able,standardise,standardisable
-ship,prosecutor,prosecutorship
-ist,external,externalist
-an,Siphonaptera,siphonapteran
socio-,-cidal,sociocidal
-ing,pork_barrel,pork-barrelling
-able,aggravo,aggravable
-ie,magpie,maggie
-ly,ungrieving,ungrievingly
-y,mite,mity
-y,marvellous,marvy
-ly,composed,composedly
-ing,barcode,barcoding
-osis,granuloma,granulomatosis
-th,k,kth
-ly,bonny,bonnily
-ic,histology,histologic
-ly,communicational,communicationally
-y,whimper,whimpery
-ly,froggy,froggily
-ish,mock,mockish
-al,conoid,conoidal
-ie,Mark,Markie
-ly,newsworthy,newsworthily
-able,set,settable
-ation,oxime,oximation
-an,Discoglossidae,discoglossidean
-o,methylated_spirits,metho
-ist,bisexual,bisexualist
-o,freak,freako
-ical,etiopathology,etiopathological
-like,gypsum,gypsumlike
-ic,sarcoblast,sarcoblastic
-y,milkshake,milkshakey
-able,undermine,underminable
-ed,feel,felt
-y,myrrh,myrrhy
-sexual,sapiens,sapiosexual
-ish,steep,steepish
-ally,postembryonic,postembryonically
-able,damp,dampable
-like,commando,commandolike
-ous,Boletaceae,boletaceous
-ly,quantical,quantically
-ally,inartistic,inartistically
-ally,ischemic,ischemically
-ly,charitable,charitably
-ly,evaluable,evaluably
-al,communication,communicational
-ly,collisionless,collisionlessly
-ly,mucilaginous,mucilaginously
-ation,discolour,discolouration
-al,glossohyo,glossohyal
-ing,deasphalt,deasphalting
-ally,prosaic,prosaically
-ally,prototropic,prototropically
-dom,drag-queen,drag-queendom
-like,deer,deerlike
-ian,Bacharach,Bacharachian
-able,format,formattable
-ly,perverse,perversely
-oid,astragalus,astragaloid
-ly,instrument,instrumently
-ist,electronic,electronicist
-ed,filigrane,filigraned
-ly,accursed,accursedly
-able,annex,annexable
-ly,contrived,contrivedly
-ist,reincarnation,reincarnationist
-ing,mischieve,mischieving
-ly,central,centrally
-ist,swaraj,swarajist
-al,glycosome,glycosomal
-able,intrude,intrudable
-ic,catelectrotonus,catelectrotonic
-ed,guilloche,guilloched
-ly,nascent,nascently
-ic,cabalist,cabalistic
-ist,libel,libellist
-dom,hacker,hackerdom
-ist,Fabian,Fabianist
-ly,encircling,encirclingly
-ing,mislive,misliving
-ly,micromorphological,micromorphologically
-oid,allergy,allergoid
-ed,statement,statemented
-able,canalize,canalizable
-an,Iowa,Iowan
-al,poples,popliteal
-ic,tetragraph,tetragraphic
-ability,clarify,clarifiability
-ly,hacky,hackily
-ly,scoffing,scoffingly
-ic,antigenemia,antigenemic
-ed,histogram,histogrammed
-ed,property,propertied
-oid,Mollusca,molluscoid
-ly,gutless,gutlessly
-ous,bounty,bounteous
-ly,excretory,excretorily
-ally,atmospheric,atmospherically
-y,snake,snaky
-ous,quarrel,quarrelous
-al,isosteroid,isosteroidal
-like,hill,hill-like
-ian,Ulmer,Ulmerian
-ist,lax,laxist
-y,princess,princessy
-ly,indiscriminate,indiscriminately
-ist,monogram,monogrammist
-ly,planetary,planetarily
-ly,boundless,boundlessly
-ish,rum,rummish
-ly,transstadial,transstadially
-ally,carcinogenic,carcinogenically
-able,allocare,allocable
-ability,promote,promotability
-ing,raspberry,raspberrying
-al,mesendoderm,mesendodermal
-ic,hydrosphere,hydrospheric
-ish,Lennon,Lennonish
-ly,jejune,jejunely
-dom,belle,belledom
-ly,molten,moltenly
-able,reincarnate,reincarnatable
-dom,kaiser,kaiserdom
-ist,laryngoscope,laryngoscopist
-y,stealth,stealthy
-y,doom,doomy
-ly,sidesplitting,sidesplittingly
-ly,immedicable,immedicably
-ly,unmeaning,unmeaningly
-ian,Typhon,Typhonian
geo-,-oid,geoid
-ship,gentle,gentleship
-ally,anagenetic,anagenetically
-ship,Muslim,Muslimship
-ous,molybdenum,molybdous
-al,phantastic,phantastical
-ly,antipodal,antipodally
-age,fruit,fruitage
-ly,pairwise,pairwisely
-al,passion,passional
-like,mule,mulelike
-ish,maiden,maidenish
-ly,binding,bindingly
-al,coconstruction,coconstructional
-ian,Atrebates,Atrebatian
-ic,vacuole,vacuolic
-ous,psammoma,psammomatous
-ly,unmedical,unmedically
-like,ammonium,ammoniumlike
-like,bead,beadlike
-y,crafts,craftsy
-ly,comprehensive,comprehensively
-ly,intraileal,intraileally
-ian,Cornwall,Cornwallian
-ish,clone,clonish
-ly,fainthearted,faintheartedly
-ist,metallography,metallographist
-itude,wedge,wedgitude
-al,flexion,flexional
-ly,inartful,inartfully
-ed,born,borned
-like,rubber,rubberlike
-like,carp,carplike
-ly,homoplasious,homoplasiously
-ally,geographic,geographically
-able,bewail,bewailable
-ship,duenna,duennaship
-ic,chronograph,chronographic
-able,pledge,pledgeable
-ish,gangster,gangsterish
-ally,sensitometric,sensitometrically
-ly,unmerciful,unmercifully
-ship,referee,refereeship
-able,hover,hoverable
-ic,granulocyte,granulocytic
-ly,unreconcilable,unreconcilably
-ly,steamy,steamily
-alis,carcer,carceral
-ly,thirteenth,thirteenthly
-y,dream,dreamy
-ly,sluttish,sluttishly
-an,Socotra,Socotran
-i,Rajasthan,Rajasthani
-an,Albee,Albeean
-y,trope,tropey
-like,pumpkin,pumpkinlike
-able,profile,profilable
-oid,galena,galenoid
-ly,subterminal,subterminally
-al,dyspnoea,dyspnoeal
-ed,drain,drained
-ship,chattel,chattelship
-ist,perfectibility,perfectibilist
-ability,interact,interactability
-ic,cyclotron,cyclotronic
-y,blue,Bluey
-an,Anjou,Anjouan
-able,algorithmize,algorithmizable
-able,concern,concernable
-al,monoid,monoidal
-ing,lifeguard,lifeguarding
-ed,future,futured
-y,stick_out,sticky-outy
-al,aver,averral
-ous,Geraniaceae,geraniaceous
-ic,meme,memic
-ist,hermetic,hermeticist
-ability,decide,decidability
-ly,unmannered,unmanneredly
-ly,austere,austerely
-ly,verbal,verbally
-ed,reed,reeded
-ation,octanoyl,octanoylation
-ly,populous,populously
-ed,sombrero,sombreroed
-ish,tiger,tigerish
-ic,prosencephalon,prosencephalic
-able,light,lightable
-like,tapas,tapaslike
-ly,talentless,talentlessly
-an,Mensa,Mensan
-ly,reedy,reedily
-ly,innate,innately
-ish,star,starrish
-y,chomp,chompy
-ly,subtle,subtely
-ist,restrictive,restrictivist
-ling,geek,geekling
-ly,abstracted,abstractedly
-able,free,freeable
-ic,Tartar,Tartaric
-ist,distribution,distributionist
-ly,ungenteel,ungenteelly
-ic,purine,purinic
-ly,heterogeneous,heterogeneously
-ally,melismatic,melismatically
-ian,Ubaid,Ubaidian
-ly,fetid,fetidly
-ly,spectrological,spectrologically
-able,neglect,neglectable
-ling,fair,fairling
-like,paint,paintlike
-ally,anarchic,anarchically
-able,inclose,inclosable
-ly,detached,detachedly
-like,cocaine,cocainelike
-ship,niece,nieceship
-s,sometime,sometimes
-ation,misconstrue,misconstruation
-ed,temple,templed
-ation,diminutivize,diminutivization
-ist,method,methodist
-oid,meristem,meristemoid
-ed,nostril,nostrilled
-ly,multivalent,multivalently
-ian,Jefferson,Jeffersonian
-ation,calendarize,calendarization
-able,affirm,affirmable
-ly,debilitating,debilitatingly
-able,differentiate,differentiable
-ally,anarcho-capitalistic,anarcho-capitalistically
-al,presupposition,presuppositional
-y,flake,flaky
-oid,mushroom,mushroomoid
-able,extirp,extirpable
-ly,acknowledge,acknowledgedly
-ly,physiopathological,physiopathologically
-able,reseal,resealable
-ous,sperm,spermous
-y,love,lovey
-like,facet,facetlike
-y,absorbance,absorbency
-ly,incapable,incapably
